item_id,question_id,domain,subcategory,difficulty,answer_type,question_text
HB_EXP1_0174,temporal_v2_duration_estimation_0016,temporal,duration_estimation,,short_text,A festival starts at 2:00 PM and lasts 1 day. What time does it end?
HB_EXP1_0175,temporal_v2_ordering_events_0001,temporal,ordering_events,,short_text,"What was the order of these events: the sinking of the Titanic (1912), the start of World War I (1914), and the discovery of King Tut's tomb (1922)?"
HB_EXP1_0176,temporal_v2_scheduling_0035,temporal,scheduling,,short_text,"A chef has a 1-hour food preparation task starting 15 minutes after a 15-minute kitchen cleaning. If the cleaning starts at 9:00 AM, what time will the food preparation task end?"
HB_EXP1_0177,temporal_v2_temporal_paradoxes_0017,temporal,temporal_paradoxes,,short_text,"A teacher states that a school play occurred 3 days ago, and it was exactly 1 day after another play. Is it possible that the second play occurred 4 days ago?"
HB_EXP1_0178,temporal_v2_timezone_arithmetic_0028,temporal,timezone_arithmetic,,short_text,"Cairo is UTC+1. If it is 9 PM in UTC, what time is it in Cairo?"
HB_EXP1_0179,temporal_v2_duration_estimation_0018,temporal,duration_estimation,,short_text,"A machine runs for 3 hours and 15 minutes. If it starts on a Friday at 12:00 PM, when does it stop?"
HB_EXP1_0180,temporal_v2_ordering_events_0005,temporal,ordering_events,,short_text,"Which came first: first Apple computer (1976), first cellular network (1979), or first IBM PC (1981)?"
HB_EXP1_0181,temporal_v2_scheduling_0030,temporal,scheduling,,short_text,A doctor has a patient consultation at 9:00 AM that lasts 15 minutes. A lab test is scheduled 30 minutes after the consultation ends. What time is the lab test?
HB_EXP1_0182,temporal_v2_temporal_paradoxes_0044,temporal,temporal_paradoxes,,short_text,"A person claims they are 30 years old and have been working at a company for 15 years. However, the company was founded 5 years ago. Is this possible?"
HB_EXP1_0183,temporal_v2_timezone_arithmetic_0028,temporal,timezone_arithmetic,,short_text,"It's 10 AM in UTC. What time is it in Santiago, which is UTC-4?"
HB_EXP1_0184,temporal_v2_duration_estimation_0015,temporal,duration_estimation,,short_text,A student studies for 9 hours and finishes at 5:00 PM. What time did they start?
HB_EXP1_0185,temporal_v2_ordering_events_0004,temporal,ordering_events,,short_text,Which came first: the first Olympics in Athens (1896) or the first Winter Olympics in Chamonix (1924)?
HB_EXP1_0186,temporal_v2_scheduling_0037,temporal,scheduling,,short_text,"A teacher has a 30-minute meeting starting immediately after a 1-hour class. If the class starts at 10:00 AM, what time will the meeting end?"
HB_EXP1_0187,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,short_text,What are the odds that a child is a boy?
HB_EXP1_0188,temporal_v2_timezone_arithmetic_0025,temporal,timezone_arithmetic,,short_text,"A city is UTC+0. If it is 4 PM in UTC, what time is it in that city?"
HB_EXP1_0189,temporal_v2_duration_estimation_0013,temporal,duration_estimation,,short_text,A concert starts at 2:00 PM and lasts 3 hours and 15 minutes. What time does it end?
HB_EXP1_0190,temporal_v2_ordering_events_0003,temporal,ordering_events,,short_text,"Which event occurred before the others: first launch of the space shuttle (1981), first Apple computer release (1976), and first Sony Walkman release (1979)?"
HB_EXP1_0191,temporal_v2_scheduling_0030,temporal,scheduling,,short_text,A lecture starts at 6:00 PM and lasts for 3 hours. What time will it end?
HB_EXP1_0192,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,short_text,A student claims he is 20 years old and has been studying abroad for 8 years. Is this possible?
