item_id,question_id,correct_answer,answer_type,domain
HB_EXP1_0284,social_v2_social_norm_violation_0048,Yes,short_text,social
HB_EXP1_0285,social_v2_theory_of_mind_0019,In the lunchbox,short_text,social
HB_EXP1_0286,social_v2_implicature_0001,They probably don't like the new paint job.,short_text,social
HB_EXP1_0287,social_v2_pragmatic_inference_0026,Look for alternative transportation or ask someone else,short_text,social
HB_EXP1_0288,social_v2_sarcasm_detection_0037,Sarcastic,short_text,social
HB_EXP1_0289,spatial_v2_2d_geometry_0006,9,exact_numeric,spatial
HB_EXP1_0290,spatial_v2_3d_visualization_0043,6,exact_numeric,spatial
HB_EXP1_0291,spatial_v2_distance_direction_0016,Chris,short_text,spatial
HB_EXP1_0292,spatial_v2_relative_positioning_0024,the shelf,short_text,spatial
HB_EXP1_0293,spatial_v2_spatial_transformation_0037,upwards and to the right,short_text,spatial
HB_EXP1_0294,spatial_v2_2d_geometry_0007,54,exact_numeric,spatial
HB_EXP1_0295,spatial_v2_3d_visualization_0049,2,exact_numeric,spatial
HB_EXP1_0296,spatial_v2_distance_direction_0015,Moped,short_text,spatial
HB_EXP1_0297,spatial_v2_relative_positioning_0028,the block,short_text,spatial
HB_EXP1_0298,spatial_v2_spatial_transformation_0033,south,short_text,spatial
HB_EXP1_0299,spatial_v2_2d_geometry_0001,72,exact_numeric,spatial
HB_EXP1_0300,spatial_v2_3d_visualization_0041,6,exact_numeric,spatial
HB_EXP1_0301,spatial_v2_distance_direction_0005,Lucas,short_text,spatial
HB_EXP1_0302,spatial_v2_relative_positioning_0024,the park,short_text,spatial
HB_EXP1_0303,spatial_v2_spatial_transformation_0032,southeast,short_text,spatial
HB_EXP1_0304,spatial_v2_2d_geometry_0001,48,exact_numeric,spatial
HB_EXP1_0305,spatial_v2_3d_visualization_0040,3,exact_numeric,spatial
HB_EXP1_0306,spatial_v2_distance_direction_0018,Desk,short_text,spatial
HB_EXP1_0307,spatial_v2_relative_positioning_0022,the sofa,short_text,spatial
HB_EXP1_0308,spatial_v2_spatial_transformation_0034,left,short_text,spatial
HB_EXP1_0309,spatial_v2_2d_geometry_0000,36,exact_numeric,spatial
HB_EXP1_0310,spatial_v2_3d_visualization_0016,5,exact_numeric,spatial
HB_EXP1_0311,spatial_v2_distance_direction_0012,Barn,short_text,spatial
HB_EXP1_0312,spatial_v2_relative_positioning_0020,the coffee table,short_text,spatial
HB_EXP1_0313,spatial_v2_spatial_transformation_0012,down,short_text,spatial
HB_EXP1_0314,spatial_v2_2d_geometry_0002,42,exact_numeric,spatial
HB_EXP1_0315,spatial_v2_3d_visualization_0044,2,exact_numeric,spatial
HB_EXP1_0316,spatial_v2_distance_direction_0013,Jack,short_text,spatial
HB_EXP1_0317,spatial_v2_relative_positioning_0021,the dock,short_text,spatial
HB_EXP1_0318,spatial_v2_spatial_transformation_0034,up and to the left,short_text,spatial
HB_EXP1_0319,spatial_v2_2d_geometry_0003,9,exact_numeric,spatial
HB_EXP1_0320,spatial_v2_3d_visualization_0043,4,exact_numeric,spatial
HB_EXP1_0321,spatial_v2_distance_direction_0015,The first floor,short_text,spatial
HB_EXP1_0322,spatial_v2_relative_positioning_0028,nothing,short_text,spatial
HB_EXP1_0323,spatial_v2_spatial_transformation_0039,left,short_text,spatial
HB_EXP1_0324,spatial_v2_2d_geometry_0004,3,exact_numeric,spatial
HB_EXP1_0325,spatial_v2_3d_visualization_0046,9,exact_numeric,spatial
HB_EXP1_0326,spatial_v2_distance_direction_0010,school,short_text,spatial
HB_EXP1_0327,spatial_v2_relative_positioning_0021,the headboard,short_text,spatial
HB_EXP1_0328,spatial_v2_spatial_transformation_0031,east,short_text,spatial
HB_EXP1_0329,spatial_v2_2d_geometry_0006,12,exact_numeric,spatial
HB_EXP1_0330,spatial_v2_3d_visualization_0045,5,exact_numeric,spatial
HB_EXP1_0331,spatial_v2_distance_direction_0010,Emily,short_text,spatial
HB_EXP1_0332,spatial_v2_relative_positioning_0028,nothing,short_text,spatial
HB_EXP1_0333,spatial_v2_spatial_transformation_0030,upwards and to the left,short_text,spatial
HB_EXP1_0334,spatial_v2_2d_geometry_0006,9,exact_numeric,spatial
HB_EXP1_0335,spatial_v2_3d_visualization_0049,4,exact_numeric,spatial
HB_EXP1_0336,spatial_v2_distance_direction_0014,Mia,short_text,spatial
HB_EXP1_0337,temporal_v2_duration_estimation_0019,Wednesday at 3:00 PM,short_text,temporal
HB_EXP1_0338,temporal_v2_ordering_events_0006,"first mobile phone call, then Apple introduces the Macintosh computer, then first Space Shuttle disaster",short_text,temporal
HB_EXP1_0339,temporal_v2_scheduling_0039,11:30 AM,short_text,temporal
HB_EXP1_0340,temporal_v2_temporal_paradoxes_0043,"No, the director would have been 10 years old when the film was released",short_text,temporal
HB_EXP1_0341,temporal_v2_timezone_arithmetic_0025,10 PM (previous day),short_text,temporal
HB_EXP1_0342,temporal_v2_duration_estimation_0016,2:00 PM the next day,short_text,temporal
HB_EXP1_0343,temporal_v2_ordering_events_0001,The sinking of the Titanic occurred before the start of World War I and the discovery of King Tut's tomb.,short_text,temporal
HB_EXP1_0344,temporal_v2_scheduling_0035,10:30 AM,short_text,temporal
HB_EXP1_0345,temporal_v2_temporal_paradoxes_0017,"Yes, if the first play occurred 3 days ago and the second play occurred 1 day before that, then the second play occurred 4 days ago.",short_text,temporal
HB_EXP1_0346,temporal_v2_timezone_arithmetic_0028,10 PM,short_text,temporal
HB_EXP1_0347,temporal_v2_duration_estimation_0018,Friday at 3:15 PM,short_text,temporal
HB_EXP1_0348,temporal_v2_ordering_events_0005,first Apple computer,short_text,temporal
HB_EXP1_0349,temporal_v2_scheduling_0030,9:45 AM,short_text,temporal
HB_EXP1_0350,temporal_v2_temporal_paradoxes_0044,"No, the person would have been working at the company 10 years before it was founded.",short_text,temporal
HB_EXP1_0351,temporal_v2_timezone_arithmetic_0028,6 AM,short_text,temporal
HB_EXP1_0352,temporal_v2_duration_estimation_0015,8:00 AM,short_text,temporal
HB_EXP1_0353,temporal_v2_ordering_events_0004,the first Olympics in Athens,short_text,temporal
HB_EXP1_0354,temporal_v2_scheduling_0037,11:30 AM,short_text,temporal
HB_EXP1_0355,temporal_v2_temporal_paradoxes_0043,50% or 1 in 2,short_text,temporal
HB_EXP1_0356,temporal_v2_timezone_arithmetic_0025,4 PM,short_text,temporal
HB_EXP1_0357,temporal_v2_duration_estimation_0013,5:15 PM,short_text,temporal
HB_EXP1_0358,temporal_v2_ordering_events_0003,first Apple computer release,short_text,temporal
HB_EXP1_0359,temporal_v2_scheduling_0030,9:00 PM,short_text,temporal
HB_EXP1_0360,temporal_v2_temporal_paradoxes_0040,"No, he would have been 12 years old when he started studying abroad.",short_text,temporal
HB_EXP1_0361,temporal_v2_timezone_arithmetic_0021,10 AM,short_text,temporal
HB_EXP1_0362,temporal_v2_duration_estimation_0017,7:00 AM,short_text,temporal
HB_EXP1_0363,temporal_v2_ordering_events_0003,first landing on the moon,short_text,temporal
HB_EXP1_0364,temporal_v2_scheduling_0038,2:00 PM,short_text,temporal
HB_EXP1_0365,temporal_v2_temporal_paradoxes_0045,Her son,short_text,temporal
HB_EXP1_0366,temporal_v2_timezone_arithmetic_0025,3 PM,short_text,temporal
HB_EXP1_0367,temporal_v2_duration_estimation_0012,12:00 AM,short_text,temporal
HB_EXP1_0368,temporal_v2_ordering_events_0009,first mobile phone call,short_text,temporal
HB_EXP1_0369,temporal_v2_scheduling_0032,5:45 PM,short_text,temporal
HB_EXP1_0370,temporal_v2_temporal_paradoxes_0043,50% or 1 in 2,short_text,temporal
HB_EXP1_0371,temporal_v2_timezone_arithmetic_0023,2 PM,short_text,temporal
HB_EXP1_0372,temporal_v2_duration_estimation_0010,11:15 AM,short_text,temporal
HB_EXP1_0373,temporal_v2_ordering_events_0009,first Amazon Echo released,short_text,temporal
HB_EXP1_0374,temporal_v2_scheduling_0032,10:00 PM,short_text,temporal
HB_EXP1_0375,temporal_v2_temporal_paradoxes_0042,No,short_text,temporal
HB_EXP1_0376,temporal_v2_timezone_arithmetic_0028,11 AM,short_text,temporal
HB_EXP1_0377,temporal_v2_duration_estimation_0016,11:00 AM the next day,short_text,temporal
HB_EXP1_0378,temporal_v2_ordering_events_0002,first International Olympic Committee,short_text,temporal
HB_EXP1_0379,temporal_v2_scheduling_0037,11:00 AM,short_text,temporal
HB_EXP1_0380,temporal_v2_temporal_paradoxes_0042,One coin is a nickel and the other coin is 4 pennies.,short_text,temporal
HB_EXP1_0381,temporal_v2_timezone_arithmetic_0020,10 PM,short_text,temporal
HB_EXP1_0382,temporal_v2_duration_estimation_0019,Thursday,short_text,temporal
HB_EXP1_0383,temporal_v2_ordering_events_0009,a store opening,short_text,temporal
HB_EXP1_0384,temporal_v2_scheduling_0037,1:00 PM,short_text,temporal
