item_id,question_id,correct_answer,answer_type,domain
HB_EXP1_0264,procedural_v2_multistep_planning_0036,"1. Create a new directory on the server, 2. Initialize a new Mercurial repository, 3. Add the server's SSH key to the Mercurial configuration, 4. Push the local repository to the remote server",short_text,procedural
HB_EXP1_0265,procedural_v2_protocol_compliance_0023,Prevent the commit action and display an error message indicating that the stylesheet is currently checked out by another team member.,short_text,procedural
HB_EXP1_0266,procedural_v2_recipe_following_0016,Increase the rising time to about 2 1/2 to 3 hours.,short_text,procedural
HB_EXP1_0267,procedural_v2_algorithm_execution_0001,"[10, 5, 2, 7] and [9, 1, 4]",short_text,procedural
HB_EXP1_0268,procedural_v2_error_recovery_0042,Cancel the query and recreate the index.,short_text,procedural
HB_EXP1_0269,procedural_v2_multistep_planning_0032,"1. Use 'useradd' to create the new user, 2. Set the user's password with 'passwd'.",short_text,procedural
HB_EXP1_0270,procedural_v2_protocol_compliance_0023,Prevent the upload action and display an error message indicating that the dataset is currently locked by another researcher for editing.,short_text,procedural
HB_EXP1_0271,procedural_v2_recipe_following_0014,Quadruple the amount of tomatoes and cumin.,short_text,procedural
HB_EXP1_0272,procedural_v2_algorithm_execution_0007,"[135, 351, 8, 14, 76, 59, 29, 92]",short_text,procedural
HB_EXP1_0273,procedural_v2_error_recovery_0040,Immediately stop the machine's operation and initiate a cooling procedure to prevent damage to the placement head or surrounding equipment.,short_text,procedural
HB_EXP1_0274,procedural_v2_multistep_planning_0039,"1. Install Node.js 14+, 2. Create a new virtual environment, 3. Activate the virtual environment, 4. Install the required packages and deploy the application",short_text,procedural
HB_EXP1_0275,procedural_v2_protocol_compliance_0026,Stop the trial and notify the supervisor.,short_text,procedural
HB_EXP1_0276,procedural_v2_recipe_following_0010,"Increase the amount of water slightly, as whole wheat flour absorbs more water than all-purpose flour.",short_text,procedural
HB_EXP1_0277,procedural_v2_algorithm_execution_0001,"[1, 2]",short_text,procedural
HB_EXP1_0278,procedural_v2_error_recovery_0040,Immediately stop the printer's operation and initiate a cooling procedure to prevent damage to the extruder or surrounding equipment.,short_text,procedural
HB_EXP1_0279,procedural_v2_multistep_planning_0031,"1. Create a backup of the database, 2. Apply the schema changes",short_text,procedural
HB_EXP1_0280,procedural_v2_protocol_compliance_0029,Establish a safety perimeter,short_text,procedural
HB_EXP1_0281,procedural_v2_recipe_following_0014,Double the amount of tomato and cumin.,short_text,procedural
HB_EXP1_0282,procedural_v2_algorithm_execution_0007,"[1, 2, 3]",short_text,procedural
HB_EXP1_0283,procedural_v2_error_recovery_0042,"Initiate an immediate shutdown of all critical equipment to prevent damage and contamination, then activate the backup power inverters to restore power.",short_text,procedural
HB_EXP1_0284,procedural_v2_multistep_planning_0038,"1. Create a new MySQL user, 2. Create a new MySQL database, 3. Grant privileges to the user on the database",short_text,procedural
HB_EXP1_0285,procedural_v2_protocol_compliance_0021,Prevent the collaborator from saving revisions and display a notification indicating that the document is locked by another collaborator.,short_text,procedural
HB_EXP1_0286,procedural_v2_recipe_following_0014,Double the amount of lemons and garlic.,short_text,procedural
HB_EXP1_0287,procedural_v2_algorithm_execution_0009,"[[0, 3, 5], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]",short_text,procedural
HB_EXP1_0288,procedural_v2_error_recovery_0044,"Immediately isolate the affected section of the distribution network, then activate backup filtration systems to restore safe water supply.",short_text,procedural
HB_EXP1_0289,procedural_v2_multistep_planning_0031,"1. Install Go 1.17+, 2. Configure the cloud connection, 3. Install the required framework",short_text,procedural
HB_EXP1_0290,procedural_v2_protocol_compliance_0022,"Notify air traffic control and begin the transmission failure checklist procedure, which includes configuring the helicopter for emergency landing.",short_text,procedural
HB_EXP1_0291,procedural_v2_recipe_following_0013,"Increase the amount of water slightly, as the eggs help to bind the ingredients together.",short_text,procedural
HB_EXP1_0292,procedural_v2_algorithm_execution_0007,"[982, 219, 6, 11, 117, 48, 39, 74]",short_text,procedural
HB_EXP1_0293,procedural_v2_error_recovery_0047,"Activate the spacecraft's attitude control system to stabilize its orientation, then use backup navigation systems or ground control instructions to correct its course.",short_text,procedural
HB_EXP1_0294,procedural_v2_multistep_planning_0035,"1. Download and install a tool like Rufus or Etcher, 2. Select the Ubuntu Linux ISO file and the 64GB USB drive, 3. Create a bootable USB drive",short_text,procedural
HB_EXP1_0295,procedural_v2_protocol_compliance_0024,Verify the patient's allergy status and consult with the prescribing physician before administering the medication.,short_text,procedural
HB_EXP1_0296,procedural_v2_recipe_following_0015,3.75,short_text,procedural
HB_EXP1_0297,procedural_v2_algorithm_execution_0007,"[943, 432, 7, 11, 18, 65, 76]",short_text,procedural
HB_EXP1_0298,procedural_v2_error_recovery_0043,"Immediately terminate the wafer processing run, ensure the safety of the surrounding area, and schedule a replacement wafer processing run once the machine has been repaired or replaced.",short_text,procedural
HB_EXP1_0299,procedural_v2_multistep_planning_0030,Enable keepalive in SSH config,short_text,procedural
HB_EXP1_0300,procedural_v2_protocol_compliance_0020,"Ask the parent about the child's location and the substance ingested, and dispatch emergency services immediately if necessary, while continuing to assess the situation over the phone.",short_text,procedural
HB_EXP1_0301,procedural_v2_recipe_following_0018,"Reduce the amount of okras and shallot slightly, as the flavor will be more concentrated.",short_text,procedural
HB_EXP1_0302,procedural_v2_algorithm_execution_0001,"[3, 9, 1, 6] and [8, 4, 7, 2]",short_text,procedural
HB_EXP1_0303,procedural_v2_error_recovery_0048,"Immediately activate backup cooling systems, then rapidly assess and prioritize reactor operations to ensure continuous support and minimize risk to reactor safety.",short_text,procedural
HB_EXP1_0304,procedural_v2_multistep_planning_0032,"1. Use 'useradd' to create the new user, 2. Set the user's password with 'passwd', 3. Create the home directory and set permissions.",short_text,procedural
HB_EXP1_0305,procedural_v2_protocol_compliance_0028,"Verify the user's identity, reset the password according to the organization's password policy, and provide the user with temporary login credentials.",short_text,procedural
HB_EXP1_0306,procedural_v2_recipe_following_0019,"No adjustment needed, as cake flour does not affect the sweetness of the muffins.",short_text,procedural
HB_EXP1_0307,procedural_v2_algorithm_execution_0001,"[2, 6, 1, 8] and [4, 3, 5]",short_text,procedural
HB_EXP1_0308,procedural_v2_error_recovery_0042,"Initiate an immediate shutdown of all production machinery to prevent damage and injury, then activate the backup diesel generators to restore power.",short_text,procedural
HB_EXP1_0309,procedural_v2_multistep_planning_0034,"1. Boot from the Windows 10 installation USB, 2. Select the 'Repair your computer' option, 3. Open the Command Prompt, 4. Use the 'net user' command to reset the password",short_text,procedural
HB_EXP1_0310,procedural_v2_protocol_compliance_0026,"Reject the payment, display an error message to the customer, and provide options for alternative payment methods.",short_text,procedural
HB_EXP1_0311,procedural_v2_recipe_following_0016,Increase the rising time to about 1 1/2 to 2 hours.,short_text,procedural
HB_EXP1_0312,procedural_v2_algorithm_execution_0004,"[5, 7, 9, 3]",short_text,procedural
HB_EXP1_0313,procedural_v2_error_recovery_0046,"Immediately halt production, inspect and isolate all potentially faulty devices, and implement a manual inspection process until the system is repaired.",short_text,procedural
HB_EXP1_0314,procedural_v2_multistep_planning_0033,Run 'pip install numpy',short_text,procedural
HB_EXP1_0315,procedural_v2_protocol_compliance_0026,"Reject the donation, display an error message to the donor, and provide options for correcting the bank account information or alternative payment methods.",short_text,procedural
HB_EXP1_0316,procedural_v2_recipe_following_0018,"Reduce the amount of mushrooms and thyme slightly, as the flavor will be more concentrated.",short_text,procedural
HB_EXP1_0317,procedural_v2_algorithm_execution_0009,"[[0, 5, 3], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]",short_text,procedural
HB_EXP1_0318,procedural_v2_error_recovery_0047,"Activate the aircraft's autopilot backup system to stabilize its altitude, then use backup navigation systems or air traffic control instructions to correct its altitude.",short_text,procedural
HB_EXP1_0319,procedural_v2_multistep_planning_0035,"1. Open the document, 2. Add a password to the document.",short_text,procedural
HB_EXP1_0320,procedural_v2_protocol_compliance_0020,"Ask the resident about their location and dispatch the fire department immediately, while continuing to assess the situation over the phone.",short_text,procedural
HB_EXP1_0321,social_v2_implicature_0001,They probably don't like the new fashion style.,short_text,social
HB_EXP1_0322,social_v2_pragmatic_inference_0025,Call B as soon as possible or ask for a different contact method,short_text,social
HB_EXP1_0323,social_v2_theory_of_mind_0014,Play with it,short_text,social
HB_EXP1_0324,social_v2_implicature_0003,You are unwilling to lend it to them.,short_text,social
HB_EXP1_0325,social_v2_pragmatic_inference_0025,Check a nearby clock or ask someone else,short_text,social
HB_EXP1_0326,social_v2_theory_of_mind_0014,Play with it.,short_text,social
HB_EXP1_0327,social_v2_implicature_0006,The home renovation is behind schedule.,short_text,social
HB_EXP1_0328,social_v2_pragmatic_inference_0021,Ask B to check the train app for the schedule,short_text,social
HB_EXP1_0329,social_v2_theory_of_mind_0013,In the boardroom,short_text,social
HB_EXP1_0330,social_v2_implicature_0005,You think the strategy is unlikely to succeed.,short_text,social
HB_EXP1_0331,social_v2_pragmatic_inference_0027,Offer to pick B up or meet at a restaurant.,short_text,social
HB_EXP1_0332,social_v2_theory_of_mind_0011,Rainy.,short_text,social
HB_EXP1_0333,social_v2_implicature_0008,"You're not really enjoying the class, but you don't want to be rude.",short_text,social
HB_EXP1_0334,social_v2_pragmatic_inference_0025,Check a nearby weather report or ask someone else for the forecast,short_text,social
HB_EXP1_0335,social_v2_theory_of_mind_0011,Stormy,short_text,social
HB_EXP1_0336,social_v2_implicature_0008,You are unwilling to lend them money.,short_text,social
HB_EXP1_0337,social_v2_pragmatic_inference_0024,Walk the dog themselves or ask someone else,short_text,social
HB_EXP1_0338,social_v2_theory_of_mind_0013,On the chair,short_text,social
HB_EXP1_0339,social_v2_implicature_0002,They are unwilling to disclose their annual revenue.,short_text,social
HB_EXP1_0340,social_v2_pragmatic_inference_0025,Check a nearby phone directory or ask someone else for the number,short_text,social
HB_EXP1_0341,social_v2_theory_of_mind_0011,Windy,short_text,social
HB_EXP1_0342,social_v2_implicature_0007,"You don't want to play the game, but are making it sound like it's due to a lack of enthusiasm.",short_text,social
HB_EXP1_0343,social_v2_pragmatic_inference_0022,Find someone else to help or move the piano themselves,short_text,social
HB_EXP1_0344,social_v2_theory_of_mind_0014,At the toy store,short_text,social
HB_EXP1_0345,social_v2_implicature_0009,They probably have doubts about the law's enforceability.,short_text,social
HB_EXP1_0346,social_v2_pragmatic_inference_0020,Get up and turn on the air conditioner themselves,short_text,social
HB_EXP1_0347,social_v2_theory_of_mind_0011,In the playroom,short_text,social
HB_EXP1_0348,social_v2_implicature_0002,They are unwilling to disclose their bonus structure.,short_text,social
HB_EXP1_0349,social_v2_pragmatic_inference_0022,Suggest a different time later.,short_text,social
HB_EXP1_0350,social_v2_theory_of_mind_0013,On the table,short_text,social
HB_EXP1_0351,social_v2_implicature_0000,You are unlikely to be able to help them with the project.,short_text,social
HB_EXP1_0352,social_v2_pragmatic_inference_0029,Ask if B can help after their commission is complete or find someone else to help.,short_text,social
HB_EXP1_0353,social_v2_theory_of_mind_0011,Cloudy,short_text,social
HB_EXP1_0354,social_v2_implicature_0003,You are unwilling to lend them the electronics.,short_text,social
HB_EXP1_0355,social_v2_pragmatic_inference_0009,Look on the table for the book.,short_text,social
HB_EXP1_0356,social_v2_theory_of_mind_0011,In the garage,short_text,social
HB_EXP1_0357,social_v2_implicature_0008,"You're not really happy with your room, but you don't want to complain.",short_text,social
HB_EXP1_0358,social_v2_pragmatic_inference_0023,Look for another laptop or a charger,short_text,social
HB_EXP1_0359,social_v2_theory_of_mind_0013,On the shelf.,short_text,social
HB_EXP1_0360,social_v2_implicature_0007,"You don't want to go to the movie, but are saying you're tired as an excuse.",short_text,social
HB_EXP1_0361,social_v2_pragmatic_inference_0024,Do the homework themselves or ask someone else,short_text,social
HB_EXP1_0362,social_v2_theory_of_mind_0014,At the library,short_text,social
HB_EXP1_0363,social_v2_implicature_0006,The moving plans are behind schedule.,short_text,social
HB_EXP1_0364,social_v2_pragmatic_inference_0020,Suggest going to the park another day or do something else indoors.,short_text,social
HB_EXP1_0365,social_v2_theory_of_mind_0011,Snowy,short_text,social
HB_EXP1_0366,social_v2_implicature_0004,They do not want to attend the wedding.,short_text,social
HB_EXP1_0367,social_v2_pragmatic_inference_0028,Ask B if they can study another time or find someone else to go with.,short_text,social
HB_EXP1_0368,social_v2_theory_of_mind_0014,In the school store,short_text,social
HB_EXP1_0369,social_v2_implicature_0005,You think the idea is unlikely to succeed.,short_text,social
HB_EXP1_0370,social_v2_pragmatic_inference_0022,Suggest a different time after 3 pm.,short_text,social
HB_EXP1_0371,social_v2_theory_of_mind_0014,Read it,short_text,social
HB_EXP1_0372,social_v2_implicature_0005,You think the proposal is unlikely to succeed.,short_text,social
HB_EXP1_0373,social_v2_pragmatic_inference_0027,Wait for B to finish studying or find someone else,short_text,social
HB_EXP1_0374,social_v2_theory_of_mind_0014,At the bookstore,short_text,social
HB_EXP1_0375,social_v2_implicature_0001,They probably don't like the new garden.,short_text,social
HB_EXP1_0376,social_v2_pragmatic_inference_0023,Ask someone else to help,short_text,social
HB_EXP1_0377,social_v2_theory_of_mind_0013,On the nightstand,short_text,social
HB_EXP1_0378,social_v2_implicature_0006,The product launch is behind schedule.,short_text,social
HB_EXP1_0379,social_v2_pragmatic_inference_0028,Use the measuring tape or ask someone else for a ruler,short_text,social
HB_EXP1_0380,social_v2_theory_of_mind_0013,In the studio,short_text,social
HB_EXP1_0381,social_v2_implicature_0006,The wedding plans are behind schedule.,short_text,social
HB_EXP1_0382,social_v2_pragmatic_inference_0024,"Suggest a different activity that requires less energy, like reading a book.",short_text,social
HB_EXP1_0383,social_v2_theory_of_mind_0011,Sunny,short_text,social
HB_EXP1_0384,social_v2_implicature_0004,They do not want to attend the wedding.,short_text,social
HB_EXP1_0385,spatial_v2_2d_geometry_0009,9,exact_numeric,spatial
HB_EXP1_0386,spatial_v2_3d_visualization_0016,5,exact_numeric,spatial
HB_EXP1_0387,spatial_v2_distance_direction_0013,Jack,short_text,spatial
HB_EXP1_0388,spatial_v2_relative_positioning_0010,"Nothing, the pencil is right of the book",short_text,spatial
HB_EXP1_0389,spatial_v2_spatial_transformation_0032,southeast,short_text,spatial
HB_EXP1_0390,spatial_v2_2d_geometry_0009,6,exact_numeric,spatial
HB_EXP1_0391,spatial_v2_3d_visualization_0017,4,exact_numeric,spatial
HB_EXP1_0392,spatial_v2_distance_direction_0013,Ava,short_text,spatial
HB_EXP1_0393,spatial_v2_relative_positioning_0008,the vase,short_text,spatial
HB_EXP1_0394,spatial_v2_spatial_transformation_0032,north,short_text,spatial
HB_EXP1_0395,spatial_v2_2d_geometry_0009,9,exact_numeric,spatial
HB_EXP1_0396,spatial_v2_3d_visualization_0018,4,exact_numeric,spatial
HB_EXP1_0397,spatial_v2_distance_direction_0018,Sink,short_text,spatial
HB_EXP1_0398,spatial_v2_relative_positioning_0028,nothing,short_text,spatial
HB_EXP1_0399,spatial_v2_spatial_transformation_0032,right,short_text,spatial
HB_EXP1_0400,spatial_v2_2d_geometry_0009,4,exact_numeric,spatial
HB_EXP1_0401,spatial_v2_3d_visualization_0043,6,exact_numeric,spatial
HB_EXP1_0402,spatial_v2_distance_direction_0013,Jack,short_text,spatial
HB_EXP1_0403,spatial_v2_relative_positioning_0028,the shelf,short_text,spatial
HB_EXP1_0404,spatial_v2_spatial_transformation_0015,left,short_text,spatial
HB_EXP1_0405,spatial_v2_2d_geometry_0009,20,exact_numeric,spatial
HB_EXP1_0406,spatial_v2_3d_visualization_0043,3,exact_numeric,spatial
HB_EXP1_0407,spatial_v2_distance_direction_0018,Coffee table,short_text,spatial
HB_EXP1_0408,spatial_v2_relative_positioning_0028,nothing,short_text,spatial
HB_EXP1_0409,spatial_v2_spatial_transformation_0032,south,short_text,spatial
HB_EXP1_0410,spatial_v2_2d_geometry_0009,15,exact_numeric,spatial
HB_EXP1_0411,spatial_v2_3d_visualization_0043,2,exact_numeric,spatial
HB_EXP1_0412,spatial_v2_distance_direction_0018,Bed,short_text,spatial
HB_EXP1_0413,spatial_v2_relative_positioning_0028,the block,short_text,spatial
HB_EXP1_0414,spatial_v2_spatial_transformation_0032,up,short_text,spatial
HB_EXP1_0415,spatial_v2_2d_geometry_0009,4,exact_numeric,spatial
HB_EXP1_0416,spatial_v2_3d_visualization_0043,2,exact_numeric,spatial
HB_EXP1_0417,spatial_v2_distance_direction_0013,Olivia,short_text,spatial
HB_EXP1_0418,spatial_v2_relative_positioning_0028,the chair,short_text,spatial
HB_EXP1_0419,spatial_v2_spatial_transformation_0032,east,short_text,spatial
HB_EXP1_0420,spatial_v2_2d_geometry_0009,10,exact_numeric,spatial
HB_EXP1_0421,spatial_v2_3d_visualization_0043,6,exact_numeric,spatial
HB_EXP1_0422,spatial_v2_distance_direction_0013,Lily,short_text,spatial
HB_EXP1_0423,spatial_v2_relative_positioning_0028,the bridge,short_text,spatial
HB_EXP1_0424,spatial_v2_spatial_transformation_0032,up,short_text,spatial
HB_EXP1_0425,spatial_v2_2d_geometry_0009,20,exact_numeric,spatial
HB_EXP1_0426,spatial_v2_3d_visualization_0043,2,exact_numeric,spatial
HB_EXP1_0427,spatial_v2_distance_direction_0018,Shelf,short_text,spatial
HB_EXP1_0428,spatial_v2_relative_positioning_0028,the buoy,short_text,spatial
HB_EXP1_0429,spatial_v2_spatial_transformation_0032,northeast,short_text,spatial
HB_EXP1_0430,spatial_v2_2d_geometry_0009,3,exact_numeric,spatial
HB_EXP1_0431,spatial_v2_3d_visualization_0043,2,exact_numeric,spatial
HB_EXP1_0432,spatial_v2_distance_direction_0018,Bookshelf,short_text,spatial
HB_EXP1_0433,spatial_v2_relative_positioning_0028,the hoop,short_text,spatial
HB_EXP1_0434,spatial_v2_spatial_transformation_0032,down,short_text,spatial
HB_EXP1_0435,spatial_v2_2d_geometry_0009,16,exact_numeric,spatial
HB_EXP1_0436,spatial_v2_3d_visualization_0043,4,exact_numeric,spatial
HB_EXP1_0437,spatial_v2_distance_direction_0013,Jack,short_text,spatial
HB_EXP1_0438,spatial_v2_relative_positioning_0028,nothing,short_text,spatial
HB_EXP1_0439,spatial_v2_spatial_transformation_0012,down,short_text,spatial
HB_EXP1_0440,spatial_v2_2d_geometry_0009,6,exact_numeric,spatial
HB_EXP1_0441,spatial_v2_3d_visualization_0043,4,exact_numeric,spatial
HB_EXP1_0442,spatial_v2_distance_direction_0018,Ava,short_text,spatial
HB_EXP1_0443,spatial_v2_relative_positioning_0028,the stage,short_text,spatial
HB_EXP1_0444,spatial_v2_spatial_transformation_0031,right,short_text,spatial
HB_EXP1_0445,spatial_v2_2d_geometry_0009,12,exact_numeric,spatial
HB_EXP1_0446,spatial_v2_3d_visualization_0043,4,exact_numeric,spatial
HB_EXP1_0447,spatial_v2_distance_direction_0018,The red car,short_text,spatial
HB_EXP1_0448,spatial_v2_spatial_transformation_0031,east,short_text,spatial
HB_EXP1_0449,temporal_v2_ordering_events_0001,The dissolution of Yugoslavia and fall of the Soviet Union both occurred after the end of the Gulf War.,short_text,temporal
HB_EXP1_0450,temporal_v2_temporal_paradoxes_0041,"No, the sculpture would not have existed yet in 1995.",short_text,temporal
HB_EXP1_0451,temporal_v2_timezone_arithmetic_0010,4 PM,short_text,temporal
HB_EXP1_0452,temporal_v2_ordering_events_0001,The construction of the Great Pyramid of Giza occurred before the fall of the Roman Empire and the discovery of America.,short_text,temporal
HB_EXP1_0453,temporal_v2_temporal_paradoxes_0040,"No, he would have been 15 years old when he got married.",short_text,temporal
HB_EXP1_0454,temporal_v2_timezone_arithmetic_0008,10 AM,short_text,temporal
HB_EXP1_0455,temporal_v2_ordering_events_0001,The construction of the Great Pyramid of Giza occurred before the founding of Rome and the first Olympics in ancient Greece.,short_text,temporal
HB_EXP1_0456,temporal_v2_temporal_paradoxes_0047,"Fill the 3-gallon bucket and pour it into the 1-gallon bucket until the 1-gallon bucket is full, leaving 2 gallons in the 3-gallon bucket.",short_text,temporal
HB_EXP1_0457,temporal_v2_ordering_events_0003,first moon landing,short_text,temporal
HB_EXP1_0458,temporal_v2_temporal_paradoxes_0048,"No, they would have been driving for 15 years before they got their license.",short_text,temporal
HB_EXP1_0459,temporal_v2_ordering_events_0003,first landing on the moon,short_text,temporal
HB_EXP1_0460,temporal_v2_temporal_paradoxes_0042,No,short_text,temporal
HB_EXP1_0461,temporal_v2_ordering_events_0003,first test of the hydrogen bomb and first commercial jet airliner flight,short_text,temporal
HB_EXP1_0462,temporal_v2_temporal_paradoxes_0049,"Divide the pastries into three groups of three, three, and two. Weigh the two groups of three pastries against each other. If one side is heavier, then the denser or less dense pastry is in that group. If the two sides are equal, then the denser or less dense pastry is in the group of two. Take the group that contains the denser or less dense pastry and weigh two of the pastries against each other. If one is heavier, then that is the denser pastry. If they are equal, then the remaining pastry is the denser or less dense pastry.",short_text,temporal
HB_EXP1_0463,temporal_v2_ordering_events_0001,The first moon landing occurred before the first commercial Concorde flight and the first Apple computer release.,short_text,temporal
HB_EXP1_0464,temporal_v2_temporal_paradoxes_0048,"His sister is currently 4 years old, and he is 9 years old. Last year, he was 8 years old, and his sister was 4 years old, so he was 4 years older than his sister.",short_text,temporal
HB_EXP1_0465,temporal_v2_ordering_events_0003,first IBM PC release,short_text,temporal
HB_EXP1_0466,temporal_v2_temporal_paradoxes_0045,Her son,short_text,temporal
HB_EXP1_0467,temporal_v2_ordering_events_0003,first radio broadcast,short_text,temporal
HB_EXP1_0468,temporal_v2_temporal_paradoxes_0043,50% or 1 in 2,short_text,temporal
HB_EXP1_0469,temporal_v2_ordering_events_0001,The death of Albert Einstein occurred before the first American in space and the first Beatles album release.,short_text,temporal
HB_EXP1_0470,temporal_v2_temporal_paradoxes_0047,"Fill the 4-gallon bucket and pour it into the 2-gallon bucket until the 2-gallon bucket is full, leaving 2 gallons in the 4-gallon bucket. The 2-gallon bucket already has the target measurement.",short_text,temporal
HB_EXP1_0471,temporal_v2_ordering_events_0003,first Summer Olympics,short_text,temporal
HB_EXP1_0472,temporal_v2_temporal_paradoxes_0040,"Let's say the sister's age one year ago was x. Then the boy's age one year ago was x + 3. Now the boy's age is x + 3 + 1, and the sister's age is x + 1. So now the boy is x + 3 + 1, and the sister is x + 1, which means the boy is 2 years older than his sister (x + 3 + 1 = x + 4, x + 4 - x - 1 = 3, but since the sister is 1 year older now, and the boy is 3 years older now, then 3 - 1 = 2).",short_text,temporal
HB_EXP1_0473,temporal_v2_ordering_events_0001,The first test of the hydrogen bomb and the first landing on the moon both occurred after the end of World War II.,short_text,temporal
HB_EXP1_0474,temporal_v2_temporal_paradoxes_0048,"Her brother is currently 2 years old, and she is 5 years old. One year ago, she was 4 years old, and her brother was 2 years old, so she was 2 years older than her brother.",short_text,temporal
HB_EXP1_0475,temporal_v2_ordering_events_0003,first Apple computer release,short_text,temporal
HB_EXP1_0476,temporal_v2_temporal_paradoxes_0040,"Let's say the brother's age two years ago was x. Then the girl's age two years ago was x + 3. Now the girl's age is x + 3 + 2, and the brother's age is x + 2. So now the girl is x + 3 + 2, and the brother is x + 2, which means the girl is 1 year older than her brother (x + 3 + 2 = x + 5, x + 5 - x - 2 = 3, but since the brother is 2 years older now, and the girl is 3 years older now, then 3 - 2 = 1).",short_text,temporal
HB_EXP1_0477,temporal_v2_ordering_events_0001,The end of the Cold War and the release of the first iPhone both occurred after the discovery of DNA structure.,short_text,temporal
HB_EXP1_0478,temporal_v2_temporal_paradoxes_0049,"Divide the eight remaining widgets into three groups of three, three, and two. Weigh the two groups of three widgets against each other. If one side is heavier, then the more or less massive widget is in that group. If the two sides are equal, then the more or less massive widget is in the group of two. Take the group that contains the more or less massive widget and weigh two of the widgets against each other. If one is heavier, then that is the more massive widget. If they are equal, then the remaining widget is the more or less massive widget.",short_text,temporal
HB_EXP1_0479,temporal_v2_ordering_events_0003,first email sent,short_text,temporal
HB_EXP1_0480,temporal_v2_temporal_paradoxes_0041,"No, the painting would not have existed yet in 2008.",short_text,temporal
HB_EXP1_0481,temporal_v2_ordering_events_0001,The sinking of the Titanic occurred before the start of World War I and the discovery of King Tut's tomb.,short_text,temporal
HB_EXP1_0482,temporal_v2_temporal_paradoxes_0040,"No, she would have been 18 years old when she became a professional athlete.",short_text,temporal
HB_EXP1_0483,temporal_v2_ordering_events_0001,"the launch of the first iPhone (2007), the release of the first iPad (2010), the introduction of Apple Pay (2014)",short_text,temporal
HB_EXP1_0484,temporal_v2_temporal_paradoxes_0047,"Fill the 3-gallon bucket and pour it into the 2-gallon bucket until the 2-gallon bucket is full, leaving 1 gallon in the 3-gallon bucket. Empty the 2-gallon bucket and fill it with the remaining 1 gallon from the 3-gallon bucket, then fill the 2-gallon bucket again.",short_text,temporal
HB_EXP1_0485,temporal_v2_ordering_events_0003,first Apple computer release,short_text,temporal
HB_EXP1_0486,temporal_v2_temporal_paradoxes_0048,"His sister is currently 1 year old, and he is 5 years old. Three years ago, he was 2 years old, and his sister was not yet born, but if we consider his age 3 years ago and her age now, he would have been 1 year older than her current age, but if we consider his age 3 years ago and her age 3 years ago (when she was -2 years old), he would have been 4 years older than her age 3 years ago.",short_text,temporal
HB_EXP1_0487,temporal_v2_ordering_events_0001,The first flight of the Wright brothers and the end of World War I both occurred before the first human spaceflight.,short_text,temporal
HB_EXP1_0488,temporal_v2_temporal_paradoxes_0044,4 days,short_text,temporal
HB_EXP1_0489,temporal_v2_ordering_events_0003,first human spaceflight and first American in space,short_text,temporal
HB_EXP1_0490,temporal_v2_temporal_paradoxes_0044,3 days,short_text,temporal
HB_EXP1_0491,temporal_v2_ordering_events_0001,The first Mars rover landing occurred before the first SpaceX launch and the release of the first iPhone.,short_text,temporal
HB_EXP1_0492,temporal_v2_temporal_paradoxes_0046,"His sister is currently 1 year old, and he is 2 years old. In 2 years, he will be 4 years old, and his sister will be 3 years old, so he won't be twice as old as his sister; consider his sister is 0 years old, and he is 1 year old. In 2 years, he will be 3 years old, and his sister will be 2 years old, so he won't be twice as old as his sister; consider his sister is 0 years old, and he is 0 years old. In 2 years, he will be 2 years old, and his sister will be 2 years old, so he won't be twice as old as his sister; consider his sister is 0 years old, and he is 2 years old. In 2 years, he will be 4 years old, and his sister will be 2 years old, so he will be twice as old as his sister.",short_text,temporal
HB_EXP1_0493,temporal_v2_ordering_events_0003,first Nobel Prize ceremony,short_text,temporal
HB_EXP1_0494,temporal_v2_temporal_paradoxes_0041,The pencil costs $0.10 and the book costs $0.70.,short_text,temporal
HB_EXP1_0495,temporal_v2_ordering_events_0001,The release of the first Star Wars film and the publication of the first Harry Potter book both occurred before the end of the Yugoslav Wars.,short_text,temporal
HB_EXP1_0496,temporal_v2_temporal_paradoxes_0042,One coin is 4 pennies and the other coin is a penny.,short_text,temporal
HB_EXP1_0497,temporal_v2_ordering_events_0003,"the first American in space (1961), the first Apple computer launch (1977), the first test-tube baby birth (1978)",short_text,temporal
HB_EXP1_0498,temporal_v2_temporal_paradoxes_0040,"Let's say the niece's age three years ago was x. Then the woman's age three years ago was x + 5. Now the woman's age is x + 5 + 3, and the niece's age is x + 3. So now the woman is x + 5 + 3, and the niece is x + 3, which means the woman is 2 years older than her niece (x + 5 + 3 = x + 8, x + 8 - x - 3 = 5, but since the niece is 3 years older now, and the woman is 5 years older now, then 5 - 3 = 2).",short_text,temporal
HB_EXP1_0499,temporal_v2_ordering_events_0002,first email sent,short_text,temporal
HB_EXP1_0500,temporal_v2_temporal_paradoxes_0043,50% or 1 in 2,short_text,temporal
HB_EXP1_0501,temporal_v2_ordering_events_0002,first heart transplant,short_text,temporal
