item_id,question_id,domain,subcategory,difficulty,empirical_hardness,empirical_hardness_obs,empirical_accuracy,answer_type,question_text
HB_EXP1_0168,linguistic_v2_ambiguity_resolution_0027,linguistic,ambiguity_resolution,,1.0,4,0.0,short_text,What does 'The journalist interviewed the politician with a microphone' mean in a normal conversation?
HB_EXP1_0169,linguistic_v2_grammar_correction_0045,linguistic,grammar_correction,,1.0,5,0.0,short_text,"What is the error in: 'The new employee, along with the team, are in control.'"
HB_EXP1_0170,linguistic_v2_register_formality_0033,linguistic,register_formality,,1.0,5,0.0,short_text,Rewrite in informal register: 'I am pleased to announce the forthcoming promotion of my talented coworker.'
HB_EXP1_0171,linguistic_v2_ambiguity_resolution_0025,linguistic,ambiguity_resolution,,1.0,4,0.0,short_text,What are two possible meanings of: 'The boy waved at the girl with a book.'
HB_EXP1_0172,linguistic_v2_grammar_correction_0042,linguistic,grammar_correction,,1.0,5,0.0,short_text,Identify the grammatical error in: 'The software company will have been developing apps for 25 years by the time it launches its new product.'
HB_EXP1_0173,linguistic_v2_register_formality_0035,linguistic,register_formality,,1.0,5,0.0,short_text,Is 'I'm gonna grab a snack' a good thing to say to your boss?
HB_EXP1_0174,linguistic_v2_ambiguity_resolution_0025,linguistic,ambiguity_resolution,,1.0,4,0.0,short_text,Give two interpretations of: 'The visitor was shown around the museum by a guide.'
HB_EXP1_0175,linguistic_v2_grammar_correction_0049,linguistic,grammar_correction,,1.0,5,0.0,short_text,What is the grammatical error in: 'The charity's goal is to serve it's beneficiaries with compassion and care.'
HB_EXP1_0176,linguistic_v2_register_formality_0033,linguistic,register_formality,,1.0,5,0.0,short_text,Rewrite in informal register: 'I am thrilled to announce the forthcoming graduation of my distinguished friend.'
HB_EXP1_0177,linguistic_v2_ambiguity_resolution_0028,linguistic,ambiguity_resolution,,1.0,5,0.0,short_text,Provide two interpretations of: 'The revised policy is affecting the staff members who are under 30.'
HB_EXP1_0178,linguistic_v2_grammar_correction_0047,linguistic,grammar_correction,,1.0,5,0.0,short_text,"What is the grammatical error in: 'The new designer, whom the art director hired last year, are very creative.'"
HB_EXP1_0179,linguistic_v2_register_formality_0033,linguistic,register_formality,,1.0,5,0.0,short_text,Rewrite in informal register: 'I appreciate your support during this challenging time.'
HB_EXP1_0180,linguistic_v2_ambiguity_resolution_0027,linguistic,ambiguity_resolution,,1.0,4,0.0,short_text,Provide two distinct interpretations of the sentence: 'The instructor is guiding the students with their English essays.'
HB_EXP1_0181,linguistic_v2_grammar_correction_0019,linguistic,grammar_correction,,1.0,13,0.0,short_text,What is the grammatical error in the sentence: 'The team are going to the game.'
HB_EXP1_0182,linguistic_v2_register_formality_0039,linguistic,register_formality,,1.0,5,0.0,short_text,What's the scoop?
HB_EXP1_0183,linguistic_v2_ambiguity_resolution_0020,linguistic,ambiguity_resolution,,1.0,5,0.0,short_text,Provide two distinct interpretations of the sentence: 'The chef cooked the vegetables with a knife.'
HB_EXP1_0184,linguistic_v2_grammar_correction_0044,linguistic,grammar_correction,,1.0,5,0.0,short_text,Identify the grammatical error in: 'Each team member must bring they're own smartphone to the conference.'
HB_EXP1_0185,linguistic_v2_register_formality_0035,linguistic,register_formality,,1.0,5,0.0,short_text,Rewrite in formal register: 'Can you shoot me a message when you have time?'
HB_EXP1_0186,linguistic_v2_ambiguity_resolution_0022,linguistic,ambiguity_resolution,,1.0,5,0.0,short_text,Provide two interpretations of: 'He's searching for a marker to color with.'
HB_EXP1_0187,linguistic_v2_grammar_correction_0048,linguistic,grammar_correction,,1.0,4,0.0,short_text,"Identify the grammatical error in: 'By the time she graduates, they will have been working for five years.'"
HB_EXP1_0188,linguistic_v2_register_formality_0033,linguistic,register_formality,,1.0,5,0.0,short_text,Rewrite in informal register: 'I am grateful for your guidance throughout this project.'
HB_EXP1_0189,linguistic_v2_ambiguity_resolution_0025,linguistic,ambiguity_resolution,,1.0,4,0.0,short_text,What are two possible meanings of: 'The dad called the boy with a ball.'
HB_EXP1_0190,linguistic_v2_grammar_correction_0048,linguistic,grammar_correction,,1.0,4,0.0,short_text,Find the error in: 'My friend give me a book.'
HB_EXP1_0191,linguistic_v2_register_formality_0035,linguistic,register_formality,,1.0,5,0.0,short_text,Rewrite in formal register: 'Can you get back to me when you're available?'
HB_EXP1_0192,linguistic_v2_ambiguity_resolution_0024,linguistic,ambiguity_resolution,,1.0,6,0.0,short_text,Which reading of the sentence 'The student is in the class with the teacher' is more natural given the context that the student is describing their school day?
HB_EXP1_0193,logical_v2_conditional_reasoning_0014,logical,conditional_reasoning,,0.9166666666666666,12,0.08333333333333333,short_text,"If it is raining, the ground will be wet. The ground is wet. Is it raining?"
HB_EXP1_0194,logical_v2_proof_evaluation_0040,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All amphibians undergo metamorphosis. Frogs are amphibians. Conclusion: Frogs undergo metamorphosis. What is wrong?
HB_EXP1_0195,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the popcorn is popping, the popper will rattle. The popper is currently rattling. Is the popcorn popping?"
HB_EXP1_0196,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All multiples of 5 are integers. 20 is a multiple of 5. Is 20 an integer?
HB_EXP1_0197,logical_v2_proof_evaluation_0042,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All people who can cook have a cooking certification. My sister has a cooking certification. Conclusion: My sister can cook. What is wrong?
HB_EXP1_0198,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the coffee is brewing, the machine will gurgle. The machine is currently gurgling. Is the coffee brewing?"
HB_EXP1_0199,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All odd numbers are integers. 9 is an odd number. Is 9 an integer?
HB_EXP1_0200,logical_v2_proof_evaluation_0042,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All dogs need water. This animal is a dog. Conclusion: This animal needs water. What is wrong?
HB_EXP1_0201,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the radio is fully powered, it will play music. The radio is currently playing music. Is the radio fully powered?"
HB_EXP1_0202,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All mammals are animals. A snake is not a mammal. Is a snake an animal?
HB_EXP1_0203,logical_v2_proof_evaluation_0046,logical,proof_evaluation,,1.0,10,0.0,short_text,Premise: All planets in our solar system have moons. This celestial body does not have a moon. Conclusion: This celestial body is not a planet in our solar system. What is wrong?
HB_EXP1_0204,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the eggs are cooked, the timer will beep. The timer is currently beeping. Are the eggs cooked?"
HB_EXP1_0205,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All bestselling books are books. 'The Great Gatsby' is not a bestselling book. Is 'The Great Gatsby' a book?
HB_EXP1_0206,logical_v2_proof_evaluation_0046,logical,proof_evaluation,,1.0,10,0.0,short_text,Premise: All numbers divisible by 2 are even. 10 is divisible by 2. Conclusion: 10 is even. What is wrong?
HB_EXP1_0207,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the fire is burning, the alarm will sound. The alarm is currently sounding. Is the fire burning?"
HB_EXP1_0208,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All perfect squares are integers. 16 is a perfect square. Is 16 an integer?
HB_EXP1_0209,logical_v2_proof_evaluation_0047,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All buildings can provide shelter. This structure is a bridge. Conclusion: This bridge can provide shelter. What is wrong?
HB_EXP1_0210,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the battery is fully charged, the phone will turn on. The phone is currently on. Is the battery fully charged?"
HB_EXP1_0211,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All rectangles are shapes. A circle is not a rectangle. Is a circle a shape?
HB_EXP1_0212,logical_v2_proof_evaluation_0040,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All birds fly. Penguins are birds. Conclusion: Penguins fly. What is wrong?
HB_EXP1_0213,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the tablet is fully charged, it will turn on. The tablet is currently on. Is the tablet fully charged?"
HB_EXP1_0214,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All even numbers are integers. 10 is an even number. Is 10 an integer?
HB_EXP1_0215,logical_v2_proof_evaluation_0047,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All people who are 21 or older can buy liquor. My 20-year-old sister cannot buy liquor. Conclusion: My sister is not 21 or older.
HB_EXP1_0216,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the water tank is full, the fountain will operate. The fountain is currently operating. Is the water tank full?"
HB_EXP1_0217,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All prime numbers are integers. 7 is a prime number. Is 7 an integer?
HB_EXP1_0218,logical_v2_proof_evaluation_0041,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All planets in our solar system have rings. Earth is a planet in our solar system. Conclusion: Earth has rings. What is wrong?
HB_EXP1_0219,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the brakes are engaged, the car will stop. The car has stopped. Are the brakes engaged?"
HB_EXP1_0220,logical_v2_set_relations_0024,logical,set_relations,,0.8333333333333334,12,0.16666666666666666,short_text,All numbers divisible by 3 are integers. 12 is a number divisible by 3. Is 12 an integer?
HB_EXP1_0221,logical_v2_proof_evaluation_0043,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All countries in Asia use the Japanese Yen. South Korea is in Asia. Conclusion: South Korea uses the Japanese Yen.
HB_EXP1_0222,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the door is unlocked, you can enter. The door is unlocked. Can you enter?"
HB_EXP1_0223,logical_v2_proof_evaluation_0047,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All people who are 65 or older get a senior discount. My 62-year-old aunt does not get a senior discount. Conclusion: My aunt is not 65 or older.
HB_EXP1_0224,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the laundry is done, the washer will chime. The washer is currently chiming. Is the laundry done?"
HB_EXP1_0225,logical_v2_proof_evaluation_0044,logical,proof_evaluation,,1.0,12,0.0,short_text,Premise: All cars have wheels. This bike is a car. Conclusion: This bike has wheels. What is wrong?
HB_EXP1_0226,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the light is on, the room is bright. The light is on. Is the room bright?"
HB_EXP1_0227,logical_v2_proof_evaluation_0049,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All triangles have four sides. An equilateral triangle is a triangle. Conclusion: An equilateral triangle has four sides. What is wrong?
HB_EXP1_0228,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the water is boiling, the kettle will whistle. The kettle is currently whistling. Is the water boiling?"
HB_EXP1_0229,logical_v2_proof_evaluation_0047,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All people who are 25 or older can join a gym. My 22-year-old brother cannot join a gym. Conclusion: My brother is not 25 or older.
HB_EXP1_0230,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the temperature is above 30°F, the water is liquid. The temperature is 31°F. Is the water liquid?"
HB_EXP1_0231,logical_v2_proof_evaluation_0040,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All cats are pets. My cat is a cat. Conclusion: My cat is a pet. What is wrong?
HB_EXP1_0232,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the laptop is fully booted, the screen will display the desktop. The screen is currently displaying the desktop. Is the laptop fully booted?"
HB_EXP1_0233,logical_v2_proof_evaluation_0049,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All trapezoids have seven sides. An isosceles trapezoid is a trapezoid. Conclusion: An isosceles trapezoid has seven sides. What is wrong?
HB_EXP1_0234,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the eggs are cooked, the timer will beep. The timer is currently beeping. Are the eggs cooked?"
HB_EXP1_0235,logical_v2_proof_evaluation_0042,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All chairs have legs. This is a chair. Conclusion: This has legs. What is wrong?
HB_EXP1_0236,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the car has enough gas, it will start. The car is currently running. Does the car have enough gas?"
HB_EXP1_0237,logical_v2_proof_evaluation_0044,logical,proof_evaluation,,1.0,12,0.0,short_text,Premise: All dogs have tails. My neighbor's dog is a dog. Conclusion: My neighbor's dog has a tail. What is wrong?
HB_EXP1_0238,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the valve is open, the water will flow. The water is currently flowing. Is the valve open?"
HB_EXP1_0239,logical_v2_proof_evaluation_0042,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All people who can fly have a pilot's license. David has a pilot's license. Conclusion: David can fly. What is wrong?
HB_EXP1_0240,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the phone is ringing, the bell will chime. The bell is currently chiming. Is the phone ringing?"
HB_EXP1_0241,logical_v2_proof_evaluation_0049,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All cats are animals. This pet is a cat. Conclusion: This pet is not an animal. What is wrong?
HB_EXP1_0242,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If it is daytime, the park is open. It is daytime. Is the park open?"
HB_EXP1_0243,logical_v2_proof_evaluation_0040,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All cars have wheels. My car is a car. Conclusion: My car has wheels. What is wrong?
HB_EXP1_0244,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the popcorn is popping, the popper will rattle. The popper is currently rattling. Is the popcorn popping?"
HB_EXP1_0245,logical_v2_proof_evaluation_0044,logical,proof_evaluation,,1.0,12,0.0,short_text,Premise: All cars have four wheels. My brother's vehicle is a car. Conclusion: My brother's vehicle has four wheels. What is wrong?
HB_EXP1_0246,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the coffee is brewing, the machine will gurgle. The machine is currently gurgling. Is the coffee brewing?"
HB_EXP1_0247,logical_v2_proof_evaluation_0043,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All cities in Australia use the Australian dollar. Perth is in Australia. Conclusion: Perth uses the Australian dollar.
HB_EXP1_0248,logical_v2_propositional_logic_0013,logical,propositional_logic,,1.0,5,0.0,short_text,"If the pump is functioning, the irrigation system will activate. The irrigation system is currently active. Is the pump functioning?"
HB_EXP1_0249,logical_v2_proof_evaluation_0040,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All reptiles lay eggs. Turtles are reptiles. Conclusion: Turtles lay eggs. What is wrong?
HB_EXP1_0250,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If it is raining, the ground is wet. It is raining. Is the ground wet?"
HB_EXP1_0251,logical_v2_proof_evaluation_0046,logical,proof_evaluation,,1.0,10,0.0,short_text,Premise: All prime numbers are odd. This number is even. Conclusion: This number is not prime. What is wrong?
HB_EXP1_0252,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the toast is toasted, the toaster will ding. The toaster is currently dinging. Is the toast toasted?"
HB_EXP1_0253,logical_v2_proof_evaluation_0043,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All countries in Europe use the Euro. The UK is in Europe. Conclusion: The UK uses the Euro. What is wrong?
HB_EXP1_0254,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the cat is sleeping, it is quiet. The cat is sleeping. Is the cat quiet?"
HB_EXP1_0255,logical_v2_proof_evaluation_0047,logical,proof_evaluation,,1.0,5,0.0,short_text,Premise: All vehicles can carry people. This object is a painting. Conclusion: This painting can carry people. What is wrong?
HB_EXP1_0256,logical_v2_propositional_logic_0018,logical,propositional_logic,,1.0,5,0.0,short_text,"If the light is on, the room is bright. The light is on. Is the room bright?"
HB_EXP1_0257,procedural_v2_algorithm_execution_0004,procedural,algorithm_execution,,1.0,5,0.0,short_text,"What is the state of the stack after one iteration of the recursive binary search algorithm on the array [1, 2, 3, 4] searching for the target 4?"
HB_EXP1_0258,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,"A data center's primary power source fails, and the backup generators have not yet kicked in. What is the correct recovery action?"
HB_EXP1_0259,procedural_v2_multistep_planning_0030,procedural,multistep_planning,,1.0,4,0.0,short_text,"You want to transfer a small file to a remote server, but the server's SSH connection times out after 1 minute. You have already compressed the file. What can you do to achieve this?"
HB_EXP1_0260,procedural_v2_protocol_compliance_0025,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A security specialist detects a potential unauthorized access attempt on a cloud storage service. Per standard incident response protocol, what should happen?"
HB_EXP1_0261,procedural_v2_recipe_following_0013,procedural,recipe_following,,1.0,5,0.0,short_text,"A cookie recipe calls for 0.75 cups of milk, 1 large egg, and 1 tablespoon of butter. If you omit the egg, what adjustment should you make to the amount of milk?"
HB_EXP1_0262,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [1, 8, 3, 4, 6, 2, 5]. What are the two halves of the list?"
HB_EXP1_0263,procedural_v2_error_recovery_0046,procedural,error_recovery,,1.0,4,0.0,short_text,"A textile mill's quality assurance system fails, allowing substandard fabrics to be packaged and shipped. What is the correct recovery action?"
HB_EXP1_0264,procedural_v2_multistep_planning_0036,procedural,multistep_planning,,1.0,4,0.0,short_text,A system administrator needs to set up a new Mercurial repository on a remote server. The server has SSH access enabled. List the correct ordered steps.
HB_EXP1_0265,procedural_v2_protocol_compliance_0023,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A web developer is working on a collaborative project, and multiple team members are editing a shared stylesheet simultaneously. If one team member attempts to commit their changes while another team member still has the stylesheet checked out, what should the version control system do according to standard checkout protocol?"
HB_EXP1_0266,procedural_v2_recipe_following_0016,procedural,recipe_following,,1.0,4,0.0,short_text,"A recipe for making sourdough bread calls for 3 cups of warm water, 3 teaspoons of active dry yeast, and 5 cups of all-purpose flour. If you reduce the amount of yeast to 2 teaspoons, what adjustment should you make to the rising time?"
HB_EXP1_0267,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [10, 5, 2, 7, 9, 1, 4]. What are the two halves of the list?"
HB_EXP1_0268,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,A simple database query has timed out due to an inefficient index. What should you do to recover?
HB_EXP1_0269,procedural_v2_multistep_planning_0032,procedural,multistep_planning,,1.0,4,0.0,short_text,You want to set up a new user account. List the ordered steps to achieve this if you are the system administrator and the home directory is already created.
HB_EXP1_0270,procedural_v2_protocol_compliance_0023,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A research team is conducting a study and multiple researchers are editing a shared dataset simultaneously. If one researcher tries to upload changes while another researcher still has the dataset locked for editing, what should the data management system do according to standard locking protocol?"
HB_EXP1_0271,procedural_v2_recipe_following_0014,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making vegetable curry calls for 1 pound of potatoes, 2 large tomatoes, and 1 teaspoon of cumin. If you quadruple the amount of potatoes, what adjustment should you make to the amount of tomatoes and cumin?"
HB_EXP1_0272,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the radix sort algorithm to the list [135, 76, 29, 92, 351, 14, 8, 59]. What is the list after the step?"
HB_EXP1_0273,procedural_v2_error_recovery_0040,procedural,error_recovery,,1.0,4,0.0,short_text,"A pick-and-place machine is performing an assembly task when its temperature sensor malfunctions, causing the placement head to overheat. What is the correct recovery action?"
HB_EXP1_0274,procedural_v2_multistep_planning_0039,procedural,multistep_planning,,1.0,4,0.0,short_text,"A developer needs to deploy a new Node.js application on a Linux server. The application requires Node.js 14+, but the server has Node.js 12. List the correct ordered steps."
HB_EXP1_0275,procedural_v2_protocol_compliance_0026,procedural,protocol_compliance,,1.0,4,0.0,short_text,A researcher is conducting a small trial and a participant reports an issue. What should the researcher do?
HB_EXP1_0276,procedural_v2_recipe_following_0010,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making bread dough calls for 2 cups of warm water, 4 cups of all-purpose flour, and 2 teaspoons of salt. If you substitute whole wheat flour for all-purpose flour, what adjustment should you make to the amount of water?"
HB_EXP1_0277,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Run the first iteration of the mergesort algorithm on the array [2, 1]. What is the state of the array after this iteration?"
HB_EXP1_0278,procedural_v2_error_recovery_0040,procedural,error_recovery,,1.0,4,0.0,short_text,"A 3D printer is performing a printing task when its temperature sensor malfunctions, causing the extruder to overheat. What is the correct recovery action?"
HB_EXP1_0279,procedural_v2_multistep_planning_0031,procedural,multistep_planning,,1.0,4,0.0,short_text,You need to update a database with 5 tables. What are the correct ordered steps?
HB_EXP1_0280,procedural_v2_protocol_compliance_0029,procedural,protocol_compliance,,1.0,4,0.0,short_text,A firefighter is responding to a hazardous materials incident. What should they do first?
HB_EXP1_0281,procedural_v2_recipe_following_0014,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making lentil curry calls for 4 cups of lentils, 1 large tomato, and 2 teaspoons of cumin. If you double the amount of lentils, what adjustment should you make to the amount of tomato and cumin?"
HB_EXP1_0282,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"What is the state of the array [3, 1, 2] after the first pass of the counting sort algorithm?"
HB_EXP1_0283,procedural_v2_error_recovery_0042,procedural,error_recovery,,1.0,4,0.0,short_text,"A laboratory's primary power source fails, and the backup power inverters have not yet kicked in. What is the correct recovery action?"
HB_EXP1_0284,procedural_v2_multistep_planning_0038,procedural,multistep_planning,,1.0,4,0.0,short_text,A user needs to set up a new MySQL database on a Linux server. The server has MySQL installed. List the correct ordered steps.
HB_EXP1_0285,procedural_v2_protocol_compliance_0021,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A shared document is edited by multiple collaborators simultaneously, and one collaborator attempts to save revisions. Per standard file locking protocol, what should happen?"
HB_EXP1_0286,procedural_v2_recipe_following_0014,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making shrimp scampi calls for 1 pound of shrimp, 2 large lemons, and 3 cloves of garlic. If you double the amount of shrimp, what adjustment should you make to the amount of lemons and garlic?"
HB_EXP1_0287,procedural_v2_algorithm_execution_0009,procedural,algorithm_execution,,1.0,4,0.0,short_text,"Perform one step of the Floyd-Warshall algorithm on the graph with vertices I, J, K, and edges (I, J, 3), (I, K, 5), (J, K, 2) with distance matrix [[0, 3, 5], [float('inf'), 0, 2], [float('inf'), float('inf'), 0]]. What is the updated distance matrix?"
HB_EXP1_0288,procedural_v2_error_recovery_0044,procedural,error_recovery,,1.0,4,0.0,short_text,"A water treatment plant's filtration system fails, causing untreated water to flow into the distribution network. What is the correct recovery action?"
HB_EXP1_0289,procedural_v2_multistep_planning_0031,procedural,multistep_planning,,1.0,4,0.0,short_text,"A new developer needs to set up their machine with the project's cloud connection and a required framework. The framework requires Go 1.17+, but the machine has Go 1.15. List the correct ordered steps."
HB_EXP1_0290,procedural_v2_protocol_compliance_0022,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A helicopter pilot detects a transmission failure during a medical transport. According to standard rotorcraft safety checklist protocol, what is the next action?"
HB_EXP1_0291,procedural_v2_recipe_following_0013,procedural,recipe_following,,1.0,5,0.0,short_text,"A cake recipe requires 2 cups of water, 3 large eggs, and 1/4 cup of vegetable oil. If you omit one egg, what adjustment should you make to the amount of water?"
HB_EXP1_0292,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the radix sort algorithm to the list [982, 117, 39, 74, 219, 11, 6, 48]. What is the list after the step?"
HB_EXP1_0293,procedural_v2_error_recovery_0047,procedural,error_recovery,,1.0,4,0.0,short_text,"A spacecraft's navigation system fails, causing it to drift off course. What is the correct recovery action?"
HB_EXP1_0294,procedural_v2_multistep_planning_0035,procedural,multistep_planning,,1.0,4,0.0,short_text,A user needs to create a bootable USB drive for a Ubuntu Linux distribution. The user has a Ubuntu Linux ISO file and a 64GB USB drive. List the correct ordered steps.
HB_EXP1_0295,procedural_v2_protocol_compliance_0024,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A clinical nurse specialist receives a new medication order for a patient with a known allergy to iodine. According to standard medication administration protocol, what is the next step?"
HB_EXP1_0296,procedural_v2_recipe_following_0015,procedural,recipe_following,,1.0,5,0.0,short_text,"You are making a recipe that requires 3 cups of liquid. If you want to make 25% more, how many cups of liquid do you need now?"
HB_EXP1_0297,procedural_v2_algorithm_execution_0007,procedural,algorithm_execution,,1.0,5,0.0,short_text,"Apply the first step of the radix sort algorithm to the list [943, 18, 76, 432, 11, 7, 65]. What is the list after the step?"
HB_EXP1_0298,procedural_v2_error_recovery_0043,procedural,error_recovery,,1.0,11,0.0,short_text,A semiconductor fabrication machine is in the middle of a wafer processing run when its vacuum pump fails. What is the correct recovery action?
HB_EXP1_0299,procedural_v2_multistep_planning_0030,procedural,multistep_planning,,1.0,4,0.0,short_text,"You want to transfer a file to a remote server, but the server's SSH connection times out after 5 minutes. What can you do to achieve this?"
HB_EXP1_0300,procedural_v2_protocol_compliance_0020,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A poison control hotline receives a call from a frantic parent whose child has ingested a toxic substance. According to the standard poison control protocol, what is the next step?"
HB_EXP1_0301,procedural_v2_recipe_following_0018,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making gumbo calls for 5 cups of seafood broth, 2 large okras, and 3 cloves of shallot. If you reduce the amount of seafood broth to 2.5 cups, what adjustment should you make to the amount of okras and shallot?"
HB_EXP1_0302,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [3, 9, 1, 6, 8, 4, 7, 2]. What are the two halves of the list?"
HB_EXP1_0303,procedural_v2_error_recovery_0048,procedural,error_recovery,,1.0,4,0.0,short_text,"A nuclear power plant's cooling system fails, affecting multiple reactors. What is the correct recovery action?"
HB_EXP1_0304,procedural_v2_multistep_planning_0032,procedural,multistep_planning,,1.0,4,0.0,short_text,You want to set up a new user account with a home directory. List the ordered steps to achieve this if you are the system administrator.
HB_EXP1_0305,procedural_v2_protocol_compliance_0028,procedural,protocol_compliance,,1.0,4,0.0,short_text,"A help desk technician receives a request from a user who has forgotten their login credentials. According to standard password reset protocol, what is the next step?"
HB_EXP1_0306,procedural_v2_recipe_following_0019,procedural,recipe_following,,1.0,5,0.0,short_text,"A recipe for making muffins calls for 1 1/2 cups of all-purpose flour, 1 cup of granulated sugar, and 2 teaspoons of baking powder. If you substitute cake flour for all-purpose flour, what adjustment should you make to the amount of sugar?"
HB_EXP1_0307,procedural_v2_algorithm_execution_0001,procedural,algorithm_execution,,1.0,11,0.0,short_text,"Apply the first step of the merge sort algorithm to the list [2, 6, 1, 8, 4, 3, 5]. What are the two halves of the list?"
